	Su2C					TCGA							
SOS-mediated signalling	4	0.363636364	0.924416278		4	0.363636364	0.504524979	11		TCGA	1	0	TCGA
Vpr-mediated nuclear import of PICs	4	0.363636364	0.504524979		4	0.363636364	0.674199862	11		TCGA	1	0	TCGA
2-LTR circle formation	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Activation of BAD and translocation to mitochondria	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Activation of RAS in B Cells	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Activation of the AP-1 family of transcription factors	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Acyl chain remodeling of DAG and TAG	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Acyl chain remodelling of PC	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Adenylate cyclase activating pathway	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Adenylate cyclase inhibitory pathway	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
AKT phosphorylates targets in the cytosol	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Conjugation of salicylate with glycine	0	0	0		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
Creatine metabolism	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
CREB phosphorylation through the activation of Adenylate Cyclase	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Disinhibition of SNARE formation	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Downregulation of ERBB2:ERBB3 signaling	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Downregulation of TGF-beta receptor signaling	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Eicosanoid ligand-binding receptors	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Inhibition of adenylate cyclase pathway	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Integration of provirus	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Na+-dependent glucose transporters	0	0	0		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
Nef Mediated CD4 Down-regulation	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Nef Mediated CD8 Down-regulation	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Neurofascin interactions	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
NICD traffics to nucleus	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Notch-HLH transcription pathway	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Polo-like kinase mediated events	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Processing of DNA ends prior to end rejoining	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Recycling of bile acids and salts	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Regulation of IFNA signaling	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Regulation of IFNG signaling	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Small Interfering RNA (siRNA) Biogenesis	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Tandem pore domain potassium channels	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
TGF-beta receptor signaling activates SMADs	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
The AIM2 inflammasome	0	0	0		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
The NLRP1 inflammasome	0	0	0		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Vitamins	0	0	0		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
Acyl chain remodelling of PG	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Assembly Of The HIV Virion	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Calnexin/calreticulin cycle	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
ChREBP activates metabolic gene expression	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
COPI Mediated Transport	1	0.090909091	0.301511345		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
Dermatan sulfate biosynthesis	1	0.090909091	0.301511345		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
Digestion of dietary lipid	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Early Phase of HIV Life Cycle	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Golgi to ER Retrograde Transport	1	0.090909091	0.301511345		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
"Incretin Synthesis, Secretion, and Inactivation"	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Interaction With The Zona Pellucida	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Interleukin-6 signaling	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Membrane binding and targetting of GAG proteins	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Passive Transport by Aquaporins	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Post-transcriptional Silencing By Small RNAs	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Regulation of gene expression in early pancreatic precursor cells	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Retrograde neurotrophin signalling	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Role of Abl in Robo-Slit signaling	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Signaling by BMP	1	0.090909091	0.301511345		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
Synthesis of Leukotrienes (LT) and Eoxins (EX)	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Synthesis of substrates in N-glycan biosythesis	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
"Synthesis, Secretion, and Inactivation of Glucagon-like Peptide-1 (GLP-1)"	1	0.090909091	0.301511345		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Trafficking of GluR2-containing AMPA receptors	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Unwinding of DNA	1	0.090909091	0.301511345		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Activation of Ca-permeable Kainate Receptor	2	0.181818182	0.603022689		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Attachment of GPI anchor to uPAR	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Botulinum neurotoxicity	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Calcitonin-like ligand receptors	2	0.181818182	0.404519917		3	0.272727273	0.904534034	11		TCGA	1	0	TCGA
CD28 dependent PI3K/Akt signaling	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Chylomicron-mediated lipid transport	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
CREB phosphorylation through the activation of CaMKII	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Deadenylation of mRNA	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Elevation of cytosolic Ca2+ levels	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
FCGR activation	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
FGFR1 ligand binding and activation	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
FGFR2b ligand binding and activation	2	0.181818182	0.603022689		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Glycogen breakdown (glycogenolysis)	2	0.181818182	0.603022689		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
GRB2 events in EGFR signaling	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Ionotropic activity of Kainate Receptors	2	0.181818182	0.603022689		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Netrin mediated repulsion signals	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
PECAM1 interactions	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Platelet Adhesion to exposed collagen	2	0.181818182	0.603022689		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Processing of Intronless Pre-mRNAs	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Proteolytic cleavage of SNARE complex proteins	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Pyruvate metabolism	2	0.181818182	0.603022689		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
RAF/MAP kinase cascade	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Regulation of the Fanconi anemia pathway	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
SHC1 events in EGFR signaling	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
SHC-mediated signalling	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
SHC-related events	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Signal attenuation	2	0.181818182	0.603022689		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Signaling by Hippo	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Signaling by NODAL	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Sulfur amino acid metabolism	2	0.181818182	0.603022689		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Synthesis of PA	2	0.181818182	0.404519917		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Synthesis of PIPs at the late endosome membrane	2	0.181818182	0.603022689		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Transport and synthesis of PAPS	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
"Unblocking of NMDA receptor, glutamate binding and activation"	2	0.181818182	0.404519917		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Cell-extracellular matrix interactions	3	0.272727273	0.467099366		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
DCC mediated attractive signaling	3	0.272727273	0.467099366		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Dissolution of Fibrin Clot	3	0.272727273	0.646669791		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
E2F-enabled inhibition of pre-replication complex formation	3	0.272727273	0.467099366		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Energy dependent regulation of mTOR by LKB1-AMPK	3	0.272727273	0.646669791		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
eNOS activation and regulation	3	0.272727273	0.646669791		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
G1/S-Specific Transcription	3	0.272727273	0.646669791		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
G2/M DNA damage checkpoint	3	0.272727273	0.467099366		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Metabolism of Angiotensinogen to Angiotensins	3	0.272727273	0.646669791		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Metabolism of nitric oxide	3	0.272727273	0.646669791		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
Mitotic Telophase/Cytokinesis	3	0.272727273	0.646669791		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
p75NTR recruits signalling complexes	3	0.272727273	0.646669791		3	0.272727273	0.646669791	11		TCGA	1	0	TCGA
RIP-mediated NFkB activation via ZBP1	3	0.272727273	0.467099366		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Role of second messengers in netrin-1 signaling	3	0.272727273	0.467099366		3	0.272727273	0.467099366	11		TCGA	1	0	TCGA
Activation of caspases through apoptosome-mediated cleavage	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Adrenoceptors	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
AKT-mediated inactivation of FOXO1A	0	0	0		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
APOBEC3G mediated resistance to HIV-1 infection	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Apoptotic factor-mediated response	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Autointegration results in viral DNA circles	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Bile salt and organic anion SLC transporters	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Cleavage of the damaged purine	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Cleavage of the damaged pyrimidine	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Conjugation of benzoate with glycine	0	0	0		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Conjugation of phenylacetate with glutamine	0	0	0		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
COX reactions	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Cytochrome c-mediated apoptotic response	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Degradation of cysteine and homocysteine	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Depurination	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Depyrimidination	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
EGFR Transactivation by Gastrin	0	0	0		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
"Formation of the active cofactor, UDP-glucuronate"	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Free fatty acid receptors	0	0	0		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Glucuronidation	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Integration of viral DNA into host genomic DNA	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Methylation	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Nicotinamide salvaging	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
PD-1 signaling	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Phosphate bond hydrolysis by NUDT proteins	0	0	0		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Platelet sensitization by LDL	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Proline catabolism	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Prostanoid ligand receptors	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Recognition and association of DNA glycosylase with site containing an affected purine	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Serotonin and melatonin biosynthesis	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Signal regulatory protein (SIRP) family interactions	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Signalling to STAT3	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
SMAC binds to IAPs	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
SMAC-mediated apoptotic response	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
SMAC-mediated dissociation of IAP:caspase complexes	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Stimulation of the cell death response by PAK-2p34	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
TNF signaling	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Translocation of ZAP-70 to Immunological synapse	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
TWIK-releated acid-sensitive K+ channel (TASK)	0	0	0		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Assembly of the ORC complex at the origin of replication	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Binding of RNA by Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs)	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
CDC6 association with the ORC:origin complex	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
COPII (Coat Protein 2) Mediated Vesicle Transport	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
DNA replication initiation	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
eNOS activation	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
ER Quality Control Compartment (ERQC)	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
ER to Golgi Transport	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Fatty acids	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
FGFR1b ligand binding and activation	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Formyl peptide receptors bind formyl peptides and many other ligands	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Gap junction degradation	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Glutathione synthesis and recycling	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Highly calcium permeable nicotinic acetylcholine receptors	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Homologous DNA pairing and strand exchange	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Hyaluronan biosynthesis and export	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Import of palmitoyl-CoA into the mitochondrial matrix	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
mTORC1-mediated signalling	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Neurophilin interactions with VEGF and VEGFR	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Peroxisomal lipid metabolism	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Presynaptic phase of homologous DNA pairing and strand exchange	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Pyrimidine catabolism	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Reduction of cytosolic Ca++ levels	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
RSK activation	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
S6K1-mediated signalling	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Synthesis of IPs in the ER lumen	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Telomere C-strand synthesis initiation	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Urea cycle	1	0.090909091	0.301511345		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Zinc efflux and compartmentalization by the SLC30 family	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Zinc influx into cells by the SLC39 gene family	1	0.090909091	0.301511345		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Acetylcholine Binding And Downstream Events	2	0.181818182	0.404519917		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Acetylcholine Neurotransmitter Release Cycle	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Activation of Nicotinic Acetylcholine Receptors	2	0.181818182	0.404519917		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
AKT phosphorylates targets in the nucleus	2	0.181818182	0.603022689		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Amine-derived hormones	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Bicarbonate transporters	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Cohesin Loading onto Chromatin	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Constitutive Signaling by NOTCH1 HD Domain Mutants	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
ERK activation	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Establishment of Sister Chromatid Cohesion	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Extrinsic Pathway	2	0.181818182	0.603022689		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
G2/M DNA replication checkpoint	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
GABA A (rho) receptor activation	2	0.181818182	0.603022689		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Glutamate Neurotransmitter Release Cycle	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
GP1b-IX-V activation signalling	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Hyaluronan metabolism	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
IRAK2 mediated activation of TAK1 complex	2	0.181818182	0.404519917		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	2	0.181818182	0.404519917		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Nef mediated downregulation of MHC class I complex cell surface expression	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
NOTCH2 Activation and Transmission of Signal to the Nucleus	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Other semaphorin interactions	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Phosphorylation of Emi1	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Post-chaperonin tubulin folding pathway	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Postsynaptic nicotinic acetylcholine receptors	2	0.181818182	0.404519917		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Presynaptic nicotinic acetylcholine receptors	2	0.181818182	0.404519917		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Regulation of AMPK activity via LKB1	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Regulation of Insulin Secretion by Acetylcholine	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Regulation of pyruvate dehydrogenase (PDH) complex	2	0.181818182	0.603022689		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Regulation of Rheb GTPase activity by AMPK	2	0.181818182	0.603022689		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Retinoid cycle disease events	2	0.181818182	0.603022689		2	0.181818182	0.603022689	11		TCGA	1	0	TCGA
Role of DCC in regulating apoptosis	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Signaling by NOTCH2	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Signaling by NOTCH3	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Signaling by NOTCH4	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Signaling by VEGF	2	0.181818182	0.603022689		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
VEGF ligand-receptor interactions	2	0.181818182	0.603022689		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Viral Messenger RNA Synthesis	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Vitamin D (calciferol) metabolism	2	0.181818182	0.404519917		2	0.181818182	0.404519917	11		TCGA	1	0	TCGA
Acrosome Reaction	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of BMF and translocation to mitochondria	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of Chaperone Genes by ATF6-alpha	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of PKB	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
"Activation, myristolyation of BID and translocation to mitochondria"	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Acyl chain remodelling of PE	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Acyl chain remodelling of PI	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Acyl chain remodelling of PS	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Antagonism of Activin by Follistatin	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Axonal growth inhibition (RHOA activation)	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
